           1           2           0
           1           3           0
           1           4           0
           1           5           0
           1           6           1
           1           7           0
           1           8           1
           1           9           0
           1          10           0
           1          11           1
           1          12           0
           1          13           0
           1          14           1
           1          15           0
           1          16           0
           1          17           0
           1          18           0
           1          19           1
           1          20           1
           1          21           1
           1          22           1
           1          23           0
           1          24           0
           1          25           0
           1          26           1
           1          27           1
           1          28           0
           1          29           0
           1          30           0
           1          31           0
           1          32           0
           1          33           0
           1          34           1
           1          35           1
           1          36           1
           1          37           1
           1          38           0
           1          39           1
           1          40           0
           1          41           0
           1          42           0
           1          43           1
           1          44           1
           1          45           0
           1          46           1
           1          47           1
           1          48           0
           1          49           1
           1          50           0
           1          51           0
           1          52           1
           1          53           1
           1          54           0
           2           3           1
           2           4           1
           2           5           0
           2           6           0
           2           7           0
           2           8           1
           2           9           0
           2          10           0
           2          11           1
           2          12           0
           2          13           1
           2          14           1
           2          15           0
           2          16           1
           2          17           0
           2          18           1
           2          19           0
           2          20           1
           2          21           1
           2          22           0
           2          23           0
           2          24           1
           2          25           0
           2          26           0
           2          27           1
           2          28           0
           2          29           1
           2          30           0
           2          31           1
           2          32           1
           2          33           1
           2          34           1
           2          35           0
           2          36           0
           2          37           0
           2          38           0
           2          39           0
           2          40           0
           2          41           0
           2          42           1
           2          43           1
           2          44           1
           2          45           1
           2          46           0
           2          47           0
           2          48           1
           2          49           0
           2          50           1
           2          51           1
           2          52           0
           2          53           0
           2          54           0
           3           4           1
           3           5           1
           3           6           0
           3           7           1
           3           8           0
           3           9           0
           3          10           1
           3          11           0
           3          12           1
           3          13           0
           3          14           0
           3          15           0
           3          16           1
           3          17           0
           3          18           1
           3          19           1
           3          20           0
           3          21           0
           3          22           1
           3          23           1
           3          24           0
           3          25           0
           3          26           1
           3          27           1
           3          28           0
           3          29           1
           3          30           0
           3          31           0
           3          32           1
           3          33           0
           3          34           0
           3          35           0
           3          36           0
           3          37           0
           3          38           0
           3          39           0
           3          40           0
           3          41           0
           3          42           0
           3          43           0
           3          44           0
           3          45           0
           3          46           0
           3          47           0
           3          48           1
           3          49           0
           3          50           0
           3          51           1
           3          52           1
           3          53           1
           3          54           0
           4           5           1
           4           6           0
           4           7           0
           4           8           1
           4           9           0
           4          10           0
           4          11           0
           4          12           0
           4          13           1
           4          14           1
           4          15           0
           4          16           1
           4          17           0
           4          18           1
           4          19           0
           4          20           0
           4          21           0
           4          22           0
           4          23           0
           4          24           1
           4          25           0
           4          26           1
           4          27           1
           4          28           0
           4          29           1
           4          30           0
           4          31           0
           4          32           1
           4          33           1
           4          34           1
           4          35           0
           4          36           0
           4          37           0
           4          38           0
           4          39           1
           4          40           0
           4          41           0
           4          42           1
           4          43           0
           4          44           1
           4          45           0
           4          46           0
           4          47           1
           4          48           1
           4          49           0
           4          50           1
           4          51           1
           4          52           1
           4          53           1
           4          54           0
           5           6           1
           5           7           1
           5           8           0
           5           9           0
           5          10           0
           5          11           0
           5          12           1
           5          13           0
           5          14           0
           5          15           1
           5          16           0
           5          17           0
           5          18           1
           5          19           1
           5          20           0
           5          21           0
           5          22           0
           5          23           0
           5          24           0
           5          25           0
           5          26           1
           5          27           1
           5          28           0
           5          29           1
           5          30           0
           5          31           0
           5          32           0
           5          33           1
           5          34           1
           5          35           0
           5          36           1
           5          37           0
           5          38           1
           5          39           0
           5          40           0
           5          41           1
           5          42           1
           5          43           0
           5          44           1
           5          45           0
           5          46           1
           5          47           1
           5          48           1
           5          49           1
           5          50           1
           5          51           1
           5          52           1
           5          53           1
           5          54           0
           6           7           0
           6           8           0
           6           9           1
           6          10           0
           6          11           0
           6          12           1
           6          13           0
           6          14           0
           6          15           1
           6          16           0
           6          17           1
           6          18           0
           6          19           1
           6          20           1
           6          21           1
           6          22           1
           6          23           0
           6          24           1
           6          25           1
           6          26           1
           6          27           0
           6          28           1
           6          29           1
           6          30           1
           6          31           1
           6          32           0
           6          33           1
           6          34           0
           6          35           0
           6          36           1
           6          37           1
           6          38           1
           6          39           0
           6          40           1
           6          41           1
           6          42           0
           6          43           1
           6          44           1
           6          45           0
           6          46           1
           6          47           1
           6          48           0
           6          49           1
           6          50           0
           6          51           1
           6          52           0
           6          53           0
           6          54           1
           7           8           0
           7           9           0
           7          10           1
           7          11           0
           7          12           1
           7          13           0
           7          14           1
           7          15           0
           7          16           0
           7          17           1
           7          18           1
           7          19           0
           7          20           0
           7          21           0
           7          22           1
           7          23           1
           7          24           0
           7          25           0
           7          26           1
           7          27           0
           7          28           1
           7          29           1
           7          30           0
           7          31           0
           7          32           1
           7          33           0
           7          34           0
           7          35           0
           7          36           0
           7          37           0
           7          38           0
           7          39           0
           7          40           0
           7          41           1
           7          42           1
           7          43           0
           7          44           0
           7          45           0
           7          46           0
           7          47           0
           7          48           1
           7          49           0
           7          50           0
           7          51           1
           7          52           1
           7          53           1
           7          54           0
           8           9           1
           8          10           1
           8          11           1
           8          12           0
           8          13           0
           8          14           1
           8          15           0
           8          16           1
           8          17           0
           8          18           1
           8          19           0
           8          20           0
           8          21           0
           8          22           1
           8          23           0
           8          24           1
           8          25           1
           8          26           1
           8          27           1
           8          28           0
           8          29           0
           8          30           1
           8          31           0
           8          32           0
           8          33           0
           8          34           0
           8          35           0
           8          36           0
           8          37           0
           8          38           0
           8          39           0
           8          40           0
           8          41           0
           8          42           0
           8          43           1
           8          44           1
           8          45           1
           8          46           1
           8          47           0
           8          48           1
           8          49           0
           8          50           1
           8          51           0
           8          52           0
           8          53           0
           8          54           0
           9          10           1
           9          11           0
           9          12           1
           9          13           0
           9          14           0
           9          15           0
           9          16           1
           9          17           0
           9          18           0
           9          19           0
           9          20           1
           9          21           0
           9          22           1
           9          23           0
           9          24           0
           9          25           1
           9          26           1
           9          27           0
           9          28           1
           9          29           0
           9          30           1
           9          31           1
           9          32           0
           9          33           0
           9          34           0
           9          35           1
           9          36           0
           9          37           0
           9          38           0
           9          39           0
           9          40           1
           9          41           0
           9          42           0
           9          43           0
           9          44           1
           9          45           0
           9          46           1
           9          47           0
           9          48           0
           9          49           1
           9          50           0
           9          51           0
           9          52           0
           9          53           0
           9          54           0
          10          11           1
          10          12           1
          10          13           0
          10          14           1
          10          15           0
          10          16           1
          10          17           1
          10          18           1
          10          19           0
          10          20           0
          10          21           0
          10          22           1
          10          23           1
          10          24           0
          10          25           0
          10          26           0
          10          27           1
          10          28           1
          10          29           1
          10          30           1
          10          31           0
          10          32           0
          10          33           0
          10          34           0
          10          35           0
          10          36           0
          10          37           0
          10          38           0
          10          39           0
          10          40           0
          10          41           0
          10          42           0
          10          43           0
          10          44           0
          10          45           0
          10          46           0
          10          47           0
          10          48           0
          10          49           0
          10          50           0
          10          51           0
          10          52           1
          10          53           1
          10          54           0
          11          12           0
          11          13           1
          11          14           1
          11          15           0
          11          16           0
          11          17           1
          11          18           0
          11          19           0
          11          20           1
          11          21           1
          11          22           0
          11          23           0
          11          24           1
          11          25           1
          11          26           0
          11          27           1
          11          28           1
          11          29           0
          11          30           0
          11          31           0
          11          32           1
          11          33           0
          11          34           1
          11          35           1
          11          36           1
          11          37           1
          11          38           0
          11          39           1
          11          40           1
          11          41           0
          11          42           0
          11          43           1
          11          44           0
          11          45           1
          11          46           0
          11          47           0
          11          48           0
          11          49           0
          11          50           0
          11          51           0
          11          52           0
          11          53           0
          11          54           0
          12          13           0
          12          14           0
          12          15           1
          12          16           1
          12          17           0
          12          18           1
          12          19           1
          12          20           0
          12          21           0
          12          22           0
          12          23           0
          12          24           0
          12          25           1
          12          26           1
          12          27           0
          12          28           0
          12          29           1
          12          30           1
          12          31           1
          12          32           0
          12          33           1
          12          34           0
          12          35           0
          12          36           0
          12          37           0
          12          38           1
          12          39           0
          12          40           0
          12          41           1
          12          42           1
          12          43           0
          12          44           0
          12          45           0
          12          46           1
          12          47           1
          12          48           1
          12          49           1
          12          50           0
          12          51           1
          12          52           1
          12          53           1
          12          54           0
          13          14           0
          13          15           1
          13          16           0
          13          17           0
          13          18           1
          13          19           0
          13          20           1
          13          21           1
          13          22           0
          13          23           0
          13          24           1
          13          25           0
          13          26           0
          13          27           1
          13          28           0
          13          29           1
          13          30           0
          13          31           1
          13          32           1
          13          33           1
          13          34           1
          13          35           1
          13          36           1
          13          37           1
          13          38           1
          13          39           1
          13          40           0
          13          41           0
          13          42           1
          13          43           1
          13          44           1
          13          45           1
          13          46           0
          13          47           1
          13          48           1
          13          49           0
          13          50           1
          13          51           1
          13          52           0
          13          53           0
          13          54           0
          14          15           0
          14          16           1
          14          17           1
          14          18           1
          14          19           0
          14          20           1
          14          21           1
          14          22           1
          14          23           0
          14          24           0
          14          25           0
          14          26           0
          14          27           1
          14          28           0
          14          29           0
          14          30           1
          14          31           0
          14          32           0
          14          33           0
          14          34           0
          14          35           1
          14          36           0
          14          37           0
          14          38           0
          14          39           1
          14          40           0
          14          41           0
          14          42           1
          14          43           0
          14          44           0
          14          45           1
          14          46           0
          14          47           0
          14          48           0
          14          49           0
          14          50           1
          14          51           0
          14          52           0
          14          53           0
          14          54           0
          15          16           0
          15          17           0
          15          18           0
          15          19           1
          15          20           0
          15          21           0
          15          22           0
          15          23           0
          15          24           1
          15          25           0
          15          26           1
          15          27           0
          15          28           0
          15          29           1
          15          30           0
          15          31           1
          15          32           0
          15          33           1
          15          34           1
          15          35           0
          15          36           1
          15          37           0
          15          38           1
          15          39           0
          15          40           1
          15          41           1
          15          42           0
          15          43           1
          15          44           1
          15          45           1
          15          46           1
          15          47           1
          15          48           1
          15          49           1
          15          50           0
          15          51           1
          15          52           1
          15          53           1
          15          54           1
          16          17           0
          16          18           1
          16          19           0
          16          20           0
          16          21           0
          16          22           1
          16          23           0
          16          24           1
          16          25           1
          16          26           0
          16          27           0
          16          28           0
          16          29           0
          16          30           1
          16          31           0
          16          32           0
          16          33           0
          16          34           0
          16          35           0
          16          36           0
          16          37           0
          16          38           0
          16          39           0
          16          40           0
          16          41           0
          16          42           0
          16          43           0
          16          44           1
          16          45           1
          16          46           0
          16          47           0
          16          48           0
          16          49           0
          16          50           1
          16          51           0
          16          52           0
          16          53           0
          16          54           0
          17          18           0
          17          19           1
          17          20           1
          17          21           1
          17          22           1
          17          23           1
          17          24           1
          17          25           0
          17          26           0
          17          27           1
          17          28           1
          17          29           1
          17          30           0
          17          31           0
          17          32           0
          17          33           0
          17          34           0
          17          35           1
          17          36           1
          17          37           1
          17          38           0
          17          39           0
          17          40           1
          17          41           0
          17          42           1
          17          43           1
          17          44           0
          17          45           1
          17          46           1
          17          47           0
          17          48           1
          17          49           0
          17          50           1
          17          51           0
          17          52           0
          17          53           0
          17          54           1
          18          19           0
          18          20           0
          18          21           0
          18          22           0
          18          23           0
          18          24           1
          18          25           0
          18          26           1
          18          27           1
          18          28           0
          18          29           0
          18          30           0
          18          31           0
          18          32           1
          18          33           1
          18          34           1
          18          35           0
          18          36           0
          18          37           0
          18          38           0
          18          39           1
          18          40           0
          18          41           0
          18          42           1
          18          43           0
          18          44           1
          18          45           0
          18          46           0
          18          47           1
          18          48           1
          18          49           0
          18          50           1
          18          51           0
          18          52           1
          18          53           0
          18          54           0
          19          20           0
          19          21           1
          19          22           1
          19          23           1
          19          24           0
          19          25           0
          19          26           0
          19          27           0
          19          28           1
          19          29           1
          19          30           1
          19          31           1
          19          32           0
          19          33           1
          19          34           1
          19          35           0
          19          36           1
          19          37           1
          19          38           1
          19          39           1
          19          40           1
          19          41           1
          19          42           0
          19          43           0
          19          44           0
          19          45           0
          19          46           0
          19          47           1
          19          48           0
          19          49           0
          19          50           0
          19          51           0
          19          52           1
          19          53           1
          19          54           0
          20          21           1
          20          22           0
          20          23           0
          20          24           1
          20          25           1
          20          26           0
          20          27           0
          20          28           1
          20          29           0
          20          30           0
          20          31           1
          20          32           1
          20          33           1
          20          34           0
          20          35           1
          20          36           0
          20          37           1
          20          38           0
          20          39           1
          20          40           1
          20          41           0
          20          42           0
          20          43           1
          20          44           1
          20          45           1
          20          46           0
          20          47           1
          20          48           0
          20          49           0
          20          50           1
          20          51           0
          20          52           0
          20          53           0
          20          54           1
          21          22           0
          21          23           1
          21          24           0
          21          25           0
          21          26           0
          21          27           1
          21          28           1
          21          29           1
          21          30           0
          21          31           0
          21          32           0
          21          33           0
          21          34           1
          21          35           1
          21          36           1
          21          37           1
          21          38           0
          21          39           1
          21          40           0
          21          41           1
          21          42           1
          21          43           1
          21          44           0
          21          45           1
          21          46           0
          21          47           0
          21          48           0
          21          49           0
          21          50           0
          21          51           0
          21          52           0
          21          53           0
          21          54           1
          22          23           1
          22          24           0
          22          25           1
          22          26           1
          22          27           0
          22          28           1
          22          29           0
          22          30           1
          22          31           0
          22          32           0
          22          33           0
          22          34           0
          22          35           0
          22          36           0
          22          37           0
          22          38           0
          22          39           0
          22          40           1
          22          41           0
          22          42           0
          22          43           0
          22          44           0
          22          45           0
          22          46           1
          22          47           0
          22          48           0
          22          49           1
          22          50           0
          22          51           0
          22          52           1
          22          53           1
          22          54           0
          23          24           0
          23          25           0
          23          26           0
          23          27           0
          23          28           1
          23          29           1
          23          30           0
          23          31           0
          23          32           1
          23          33           0
          23          34           0
          23          35           0
