           1           6
           1           8
           1          11
           1          14
           1          19
           1          20
           1          21
           1          22
           1          26
           1          27
           1          34
           1          35
           1          36
           1          37
           1          39
           1          43
           1          44
           1          46
           1          47
           1          49
           1          52
           1          53
           2           3
           2           4
           2           8
           2          11
           2          13
           2          14
           2          16
           2          18
           2          20
           2          21
           2          24
           2          27
           2          29
           2          31
           2          32
           2          33
           2          34
           2          42
           2          43
           2          44
           2          45
           2          48
           2          50
           2          51
           3           4
           3           5
           3           7
           3          10
           3          12
           3          16
           3          18
           3          19
           3          22
           3          23
           3          26
           3          27
           3          29
           3          32
           3          48
           3          51
           3          52
           3          53
           4           5
           4           8
           4          13
           4          14
           4          16
           4          18
           4          24
           4          26
           4          27
           4          29
           4          32
           4          33
           4          34
           4          39
           4          42
           4          44
           4          47
           4          48
           4          50
           4          51
           4          52
           4          53
           5           6
           5           7
           5          12
           5          15
           5          18
           5          19
           5          26
           5          27
           5          29
           5          33
           5          34
           5          36
           5          38
           5          41
           5          42
           5          44
           5          46
           5          47
           5          48
           5          49
           5          50
           5          51
           5          52
           5          53
           6           9
           6          12
           6          15
           6          17
           6          19
           6          20
           6          21
           6          22
           6          24
           6          25
           6          26
           6          28
           6          29
           6          30
           6          31
           6          33
           6          36
           6          37
           6          38
           6          40
           6          41
           6          43
           6          44
           6          46
           6          47
           6          49
           6          51
           6          54
           7          10
           7          12
           7          14
           7          17
           7          18
           7          22
           7          23
           7          26
           7          28
           7          29
           7          32
           7          41
           7          42
           7          48
           7          51
           7          52
           7          53
           8           9
           8          10
           8          11
           8          14
           8          16
           8          18
           8          22
           8          24
           8          25
           8          26
           8          27
           8          30
           8          43
           8          44
           8          45
           8          46
           8          48
           8          50
           9          10
           9          12
           9          16
           9          20
           9          22
           9          25
           9          26
           9          28
           9          30
           9          31
           9          35
           9          40
           9          44
           9          46
           9          49
          10          11
          10          12
          10          14
          10          16
          10          17
          10          18
          10          22
          10          23
          10          27
          10          28
          10          29
          10          30
          10          52
          10          53
          11          13
          11          14
          11          17
          11          20
          11          21
          11          24
          11          25
          11          27
          11          28
          11          32
          11          34
          11          35
          11          36
          11          37
          11          39
          11          40
          11          43
          11          45
          12          15
          12          16
          12          18
          12          19
          12          25
          12          26
          12          29
          12          30
          12          31
          12          33
          12          38
          12          41
          12          42
          12          46
          12          47
          12          48
          12          49
          12          51
          12          52
          12          53
          13          15
          13          18
          13          20
          13          21
          13          24
          13          27
          13          29
          13          31
          13          32
          13          33
          13          34
          13          35
          13          36
          13          37
          13          38
          13          39
          13          42
          13          43
          13          44
          13          45
          13          47
          13          48
          13          50
          13          51
          14          16
          14          17
          14          18
          14          20
          14          21
          14          22
          14          27
          14          30
          14          35
          14          39
          14          42
          14          45
          14          50
          15          19
          15          24
          15          26
          15          29
          15          31
          15          33
          15          34
          15          36
          15          38
          15          40
          15          41
          15          43
          15          44
          15          45
          15          46
          15          47
          15          48
          15          49
          15          51
          15          52
          15          53
          15          54
          16          18
          16          22
          16          24
          16          25
          16          30
          16          44
          16          45
          16          50
          17          19
          17          20
          17          21
          17          22
          17          23
          17          24
          17          27
          17          28
          17          29
          17          35
          17          36
          17          37
          17          40
          17          42
          17          43
          17          45
          17          46
          17          48
          17          50
          17          54
          18          24
          18          26
          18          27
          18          32
          18          33
          18          34
          18          39
          18          42
          18          44
          18          47
          18          48
          18          50
          18          52
          19          21
          19          22
          19          23
          19          28
          19          29
          19          30
          19          31
          19          33
          19          34
          19          36
          19          37
          19          38
          19          39
          19          40
          19          41
          19          47
          19          52
          19          53
          20          21
          20          24
          20          25
          20          28
          20          31
          20          32
          20          33
          20          35
          20          37
          20          39
          20          40
          20          43
          20          44
          20          45
          20          47
          20          50
          20          54
          21          23
          21          27
          21          28
          21          29
          21          34
          21          35
          21          36
          21          37
          21          39
          21          41
          21          42
          21          43
          21          45
          21          54
          22          23
          22          25
          22          26
          22          28
          22          30
          22          40
          22          46
          22          49
          22          52
          22          53
          23          28
          23          29
          23          32
          23          36
          23          37
          23          40
          23          41
          23          42
          23          43
          23          51
          23          54
          24          25
          24          29
          24          31
          24          32
          24          33
          24          34
          24          35
          24          38
          24          42
          24          43
          24          44
          24          45
          24          47
          24          48
          24          50
          24          51
          24          54
          25          28
          25          30
          25          31
          25          32
          25          35
          25          38
          25          40
          25          44
          25          45
          25          49
          26          29
          26          30
          26          33
          26          38
          26          42
          26          43
          26          44
          26          46
          26          47
          26          48
          26          49
          26          50
          26          51
          26          52
          26          53
          26          54
          27          32
          27          33
          27          34
          27          39
          27          42
          27          48
          27          50
          27          52
          27          53
          28          29
          28          30
          28          31
          28          32
          28          35
          28          36
          28          37
          28          40
          28          41
          28          53
          28          54
          29          31
          29          32
          29          36
          29          37
          29          38
          29          41
          29          42
          29          43
          29          48
          29          51
          29          52
          29          54
          30          40
          30          46
          30          49
          30          53
          31          32
          31          33
          31          34
          31          38
          31          40
          31          41
          31          44
          31          45
          31          49
          31          51
          31          53
          32          33
          32          34
          32          35
          32          38
          32          39
          32          41
          32          42
          32          44
          32          45
          32          50
          33          34
          33          36
          33          37
          33          38
          33          39
          33          41
          33          42
          33          44
          33          45
          33          46
          33          47
          33          49
          33          52
          33          53
          34          35
          34          36
          34          37
          34          38
          34          39
          34          41
          34          42
          34          44
          34          47
          34          49
          34          52
          34          53
          35          36
          35          37
          35          39
          35          40
          35          43
          35          45
          36          37
          36          38
          36          39
          36          40
          36          41
          36          44
          36          47
          36          52
          36          53
          37          38
          37          39
          37          40
          37          41
          37          43
          37          47
          37          52
          37          53
          37          54
          38          40
          38          41
          38          43
          38          44
          38          47
          38          48
          38          49
          38          51
          38          52
          38          53
          38          54
          39          42
          39          44
          39          47
          39          52
          39          53
          40          43
          40          45
          40          49
          40          54
          41          47
          41          48
          41          49
          41          51
          41          52
          41          53
          42          46
          42          47
          42          48
          42          50
          42          51
          42          52
          42          53
          43          44
          43          45
          43          46
          43          47
          43          48
          43          49
          43          50
          43          51
          43          54
          44          45
          44          46
          44          47
          44          49
          44          50
          44          52
          45          47
          45          48
          45          50
          45          54
          46          47
          46          48
          46          49
          46          50
          46          51
          46          52
          46          54
          47          49
          47          52
          47          53
          48          50
          48          51
          48          52
          48          54
          49          52
          49          53
          49          54
          50          51
          50          54
          51          52
          51          54
          52          53
